FractionKeysNotInSet,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
0.250000,307.335938,357.983704,456.437744,603.583374,3991.517090,3987.544922,
0.500000,307.517090,357.694153,455.993073,605.467834,3983.650391,3991.946777,
0.750000,307.453430,357.963196,456.535736,608.116028,3991.063965,3990.900879,

