FractionKeysNotInSet,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
0.250000,1.000000,1.250000,1.500000,2.000000,1.230032,2.460064,
0.500000,1.000000,1.250000,1.500000,2.000000,1.230032,2.460064,
0.750000,1.000000,1.250000,1.500000,2.000000,1.230032,2.460064,

