FractionKeysNotInSet,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
0.250000,0.000315,0.000366,0.000466,0.000616,0.004103,0.004103,
0.500000,0.000319,0.000366,0.000468,0.000618,0.004117,0.004099,
0.750000,0.000315,0.000367,0.000466,0.000618,0.004097,0.004114,

