FractionKeysNotInSet,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
0.250000,315.304108,365.600189,465.555511,616.226807,4103.321777,4102.768066,
0.500000,319.189270,366.174744,467.624756,617.535950,4117.334961,4098.512207,
0.750000,314.835114,367.339905,465.946625,617.830017,4097.454102,4114.302246,

