FractionKeysNotInSet,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
0.250000,1000000.000000,1250000.000000,1500000.000000,2000000.000000,1230032.000000,2460064.000000,
0.500000,1000000.000000,1250000.000000,1500000.000000,2000000.000000,1230032.000000,2460064.000000,
0.750000,1000000.000000,1250000.000000,1500000.000000,2000000.000000,1230032.000000,2460064.000000,

