FractionKeysNotInSet,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
0.250000,8.000000,10.000000,12.000000,16.000000,1.230032,2.460064,
0.500000,8.000000,10.000000,12.000000,16.000000,1.230032,2.460064,
0.750000,8.000000,10.000000,12.000000,16.000000,1.230032,2.460064,

