#Keys,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,Xor32,
10000,80000.000000,100000.000000,120000.000000,160000.000000,12332.000000,24664.000000,
100000,800000.000000,1000000.000000,1200000.000000,1600000.000000,123032.000000,246064.000000,
1000000,8000000.000000,10000000.000000,12000000.000000,16000000.000000,1230032.000000,2460064.000000,
10000000,80000000.000000,100000000.000000,120000000.000000,160000000.000000,12300032.000000,24600064.000000,

