#Keys,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
10000,3.206373,3.570873,4.621963,6.077044,29.279001,34.413448,
100000,31.137320,35.938419,44.331264,58.402782,308.267273,335.712738,
1000000,313.610931,359.256653,458.296448,612.971375,4014.947754,4030.427246,
10000000,3287.807129,3918.483887,5326.264648,7375.584473,46445.164062,46819.570312,

