#Keys,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,Xor32,
10000,0.000321,0.000357,0.000462,0.000608,0.002928,0.003441,
100000,0.000311,0.000359,0.000443,0.000584,0.003083,0.003357,
1000000,0.000314,0.000359,0.000458,0.000613,0.004015,0.004030,
10000000,0.000329,0.000392,0.000533,0.000738,0.004645,0.004682,

