#Keys,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
10000,3.091262,3.769001,4.726947,5.931031,35.170494,30.602375,
100000,29.929836,35.281662,43.587288,58.012550,313.435486,347.902710,
1000000,308.798004,363.455872,463.040924,607.121277,4002.021484,4012.093018,
10000000,3266.458496,3843.452637,5642.038086,8821.848633,45321.285156,45530.085938,

