#Keys,Bloom8,Bloom10,Bloom12,Bloom16,Xor8,Xor16,
10000,281.675049,328.684875,394.439850,501.730164,69.864281,69.359756,
100000,274.816711,309.107117,385.884125,498.410156,71.261032,73.245705,
1000000,289.566559,328.702942,413.166412,527.355042,74.358719,75.318863,
10000000,297.815216,365.573059,472.169983,751.758423,82.819328,115.185524,

